,,,PROGRAMAÇÃO DE CARGAS - Produção,,,,,,,,,,,,,,,,Código:,PQ VE-001-000,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,Setor Comercial,,,,,,,,,,,,,,,,27/05/2022 13:08:22,,,,
"TP,",Datas,Carga,Distancia,Uf,Cidade,Pessoa,Dias,Recurso,Qde Ped,Valor Total,Caç / Plat,Diant,Lat,Tras,Chas,Içam,Eixo,SupE,5ª R,Fueiros / Acess TQ,Fx Molas,,
,"qui., 22/12/22",Carga 01,Campo Grande Cadastrar Distancia,"
 MS
  
 ",Campo Grande,Mosena-CampograndeMS,-14,"FTC6500 SS RS/RS PL M22 VM - Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - PLAT P/ BOMBA - VERMELHA - Molas, Freios e Pneus não Incluídos","2,00","56.960,00",  ,,,                 ,,,,,,,,,PROGRAMADO
,22/12/2022 Total,,,,,,,,"2,00","56.960,00",  ,,,                 ,,,,,,,,,PROGRAMADO
,"sáb., 24/12/22",Carga 01,"940,00","
 PI
  
 ",Urucui,UruçuiAlvo-UruçuiPI,34,CBH7 UG SS RD P750(I) M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos,"1,00","31.000,00",  ,,,                 ,,,,,,,,,CARGA 01 - ALTERADA
,,,Santa Filomena Cadastrar Distancia,"
 PI
  
 ",Santa Filomena,SierentzAgro-StFilomenaPI,7,CBH6 UG SS RD P750(I) M22 - Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos,"2,00","73.200,00",  ,,,                 ,,,,,,,,,
,,,Sao Felix de Balsas Cadastrar Distancia,"
 MA
  
 ",Sao Felix de Balsas,SierentzAgro-MA,-32,CBH6 UG SS RD P750(I) M22 - Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos,"1,00","36.600,00",  ,,,                 ,,,,,,,,,
,24/12/2022 Total,,,,,,,,"4,00","140.800,00",  ,,,                 ,,,,,,,,,
,"seg., 26/12/22",Carga 01,"1.354,00","
 TO
  
 ",Araguaina,Comagril-AraguaínaTO,41,CBH5 UG SS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL- C/ PNEUS 750(I) - Molas e Freios não Incluídos,"2,00","51.000,00",  ,,,                 ,,,,,,,,,
,,,"1.981,00","
 TO
  
 ",Gurupi,Agroban-Gurupi TO,34,"CBH5 UG SS RD M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - Molas, Freios e Pneus não Incluídos","2,00","44.000,00",  ,,,                 ,,,,,,,,,
,26/12/2022 Total,,,,,,,,"4,00","95.000,00",  ,,,                 ,,,,,,,,,
,"sex., 30/12/22",Carga 01,"2.278,00","
 MG
  
 ",Caratinga,Minasu-CaratingaMG,8,"CBH7 FO SS T MM M21 VJ - Carreta Hidráulica 7t (9m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - VERDE - Molas, Freios e Pneus não Incluídos","1,00","35.240,00",  ,,,                 ,,,,,,,,,
,,,Ariquemes Cadastrar Distancia,"
 RO
  
 ",Ariquemes,RR MÁQUINAS,-37,"CBH6 FO-1M SS T P750(I) M22 VM - Carreta Hidráulica 6t (6m3) de Eixo Tandem – FORRAGEIRA 1M - C/ PNEUS - VERMELHA - Molas, Freios e Pneus não Incluídos","1,00","30.514,00",  ,,,                 ,,,,,,,,,
,,Pendente de pagamento,"2.517,00","
 PA
  
 ",Santarem,Automic-SantaremPA,32,CBH5 UG SS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL- C/ PNEUS 750(I) - Molas e Freios não Incluídos,"1,00","25.000,00",  ,,,                 ,,,,,,,,,
,30/12/2022 Total,,,,,,,,"3,00","90.754,00",  ,,,                 ,,,,,,,,,
1-Produtos Total,,,,,,,,,"217,00","3.644.328,00",  ,,,                 ,,,,,,,,PROGRAMADO,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,GARANTIA
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,DEVENDO DUPL.,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,PEDIDO À VISTA
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,GARANTIA
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,
,,,,,,,,,,,  ,,,                 ,,,,,,,,PROGRAMADO,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,GARANTIA
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,LIMITE SERASA BAIXO
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
,,,,,,,,,,,  ,,,                 ,,,,,,,,,
